Commune,Année,Code INSEE,Consommation (MWh)
Saint-André,2028,97421,160041.1908909087
Saint-André,2029,97421,161365.0355999996
Saint-André,2030,97421,162688.88030909048
Saint-André,2031,97421,164012.72501818137
Saint-André,2032,97421,165336.56972727226
Saint-André,2033,97421,166660.41443636315
Saint-André,2034,97421,167984.25914545404
Saint-André,2035,97421,169308.10385454493
Saint-André,2036,97421,170631.94856363581
Saint-André,2037,97421,171955.7932727267
Saint-André,2038,97421,173279.63798181806
Saint-Benoît,2012,97410,82827.0
Saint-Benoît,2013,97410,90203.0
Saint-Benoît,2014,97410,93354.0
Saint-Benoît,2015,97410,95464.0
Saint-Benoît,2016,97410,99171.0
Saint-Benoît,2017,97410,96921.0
Saint-Benoît,2018,97410,99025.0
Saint-Benoît,2019,97410,97453.0
Saint-Benoît,2020,97410,97011.0
Saint-Benoît,2021,97410,95868.22
Saint-Benoît,2022,97410,103723.643
Saint-Benoît,2023,97421,103289.91999999993
Saint-Benoît,2024,97421,104580.34813636355
Saint-Benoît,2025,97421,105870.77627272718
Saint-Benoît,2026,97421,107161.2044090908
Saint-Benoît,2027,97421,108451.63254545443
Saint-Benoît,2028,97421,109742.06068181852
Saint-Benoît,2029,97421,111032.48881818214
Saint-Benoît,2030,97421,112322.91695454577
Saint-Benoît,2031,97421,113613.3450909094
Saint-Benoît,2032,97421,114903.77322727302
Saint-Benoît,2033,97421,116194.20136363665
Saint-Benoît,2034,97421,117484.62950000027
Saint-Benoît,2035,97421,118775.0576363639
Saint-Benoît,2036,97421,120065.48577272752
Saint-Benoît,2037,97421,121355.91390909115
Saint-Benoît,2038,97421,122646.34204545477
Saint-Denis,2012,97411,527379.0
Saint-Denis,2013,97411,529404.0
Saint-Denis,2014,97411,524357.0
Saint-Denis,2015,97411,520469.0
Saint-Denis,2016,97411,528151.0
Saint-Denis,2017,97411,516233.0
Saint-Denis,2018,97411,529241.0
Saint-Denis,2019,97411,520187.0
Saint-Denis,2020,97411,509889.0
Saint-Denis,2021,97411,502747.70399999997
Saint-Denis,2022,97411,525497.5499999999
Saint-Denis,2023,97421,512564.45396363596
Saint-Denis,2024,97421,511119.8136545452
Saint-Denis,2025,97421,509675.17334545404
Saint-Denis,2026,97421,508230.5330363633
Saint-Denis,2027,97421,506785.8927272721
Saint-Denis,2028,97421,505341.2524181814
Saint-Denis,2029,97421,503896.61210909067
Saint-Denis,2030,97421,502451.9717999995
Saint-Denis,2031,97421,501007.33149090875
Saint-Denis,2032,97421,499562.69118181756
Saint-Denis,2033,97421,498118.05087272683
Saint-Denis,2034,97421,496673.4105636361
Saint-Denis,2035,97421,495228.7702545449
Saint-Denis,2036,97421,493784.1299454542
Saint-Denis,2037,97421,492339.489636363
Saint-Denis,2038,97421,490894.84932727227
Saint-Joseph,2012,97412,73281.0
Saint-Joseph,2013,97412,78487.0
Saint-Joseph,2014,97412,76942.0
Saint-Joseph,2015,97412,80972.0
Saint-Joseph,2016,97412,81691.0
Saint-Joseph,2017,97412,82685.0
Saint-Joseph,2018,97412,83415.0
Saint-Joseph,2019,97412,82421.0
Saint-Joseph,2020,97412,87143.0
Saint-Joseph,2021,97412,87301.338
Saint-Joseph,2022,97412,91395.231
Saint-Joseph,2023,97421,91124.1521090907
Saint-Joseph,2024,97421,92588.27489999961
Saint-Joseph,2025,97421,94052.39769090898
Saint-Joseph,2026,97421,95516.52048181789
Saint-Joseph,2027,97421,96980.64327272726
Saint-Joseph,2028,97421,98444.76606363617
Saint-Joseph,2029,97421,99908.88885454508
Saint-Joseph,2030,97421,101373.01164545445
Saint-Joseph,2031,97421,102837.13443636335
Saint-Joseph,2032,97421,104301.25722727273
Saint-Joseph,2033,97421,105765.38001818163
Saint-Joseph,2034,97421,107229.50280909054
Saint-Joseph,2035,97421,108693.62559999991
Saint-Joseph,2036,97421,110157.74839090882
Saint-Joseph,2037,97421,111621.87118181819
Saint-Joseph,2038,97421,113085.9939727271
Saint-Leu,2012,97413,67006.0
Saint-Leu,2013,97413,71202.0
Saint-Leu,2014,97413,74793.0
Saint-Leu,2015,97413,83979.0
Saint-Leu,2016,97413,89091.0
Saint-Leu,2017,97413,91182.0
Saint-Leu,2018,97413,96078.0
Saint-Leu,2019,97413,97876.0
Saint-Leu,2020,97413,100762.0
Saint-Leu,2021,97413,98607.9
Saint-Leu,2022,97413,105322.333
Saint-Leu,2023,97421,111294.10836363584
Saint-Leu,2024,97421,115056.77440909017
Saint-Leu,2025,97421,118819.44045454543
Saint-Leu,2026,97421,122582.10649999976
Saint-Leu,2027,97421,126344.77254545409
Saint-Leu,2028,97421,130107.43859090842
Saint-Leu,2029,97421,133870.10463636369
Saint-Leu,2030,97421,137632.77068181802
Saint-Leu,2031,97421,141395.43672727235
Saint-Leu,2032,97421,145158.10277272668
Saint-Leu,2033,97421,148920.76881818194
Saint-Leu,2034,97421,152683.43486363627
Saint-Leu,2035,97421,156446.1009090906
Saint-Leu,2036,97421,160208.76695454493
Saint-Leu,2037,97421,163971.43299999926
Saint-Leu,2038,97421,167734.09904545452
Saint-Louis,2012,97414,145143.0
Saint-Louis,2013,97414,160197.0
Saint-Louis,2014,97414,150849.0
Saint-Louis,2015,97414,153551.0
Saint-Louis,2016,97414,160898.0
Saint-Louis,2017,97414,155151.0
Saint-Louis,2018,97414,156620.0
Saint-Louis,2019,97414,160910.0
Saint-Louis,2020,97414,157977.0
Saint-Louis,2021,97414,156517.347
Saint-Louis,2022,97414,161696.464
Saint-Louis,2023,97421,161766.67598181823
Saint-Louis,2024,97421,162674.60969090927
Saint-Louis,2025,97421,163582.54340000008
Saint-Louis,2026,97421,164490.4771090909
Saint-Louis,2027,97421,165398.41081818193
Saint-Louis,2028,97421,166306.34452727274
Saint-Louis,2029,97421,167214.27823636378
Saint-Louis,2030,97421,168122.2119454546
Saint-Louis,2031,97421,169030.14565454563
Saint-Louis,2032,97421,169938.07936363644
Saint-Louis,2033,97421,170846.01307272725
Saint-Louis,2034,97421,171753.9467818183
Saint-Louis,2035,97421,172661.8804909091
Saint-Louis,2036,97421,173569.81420000014
Saint-Louis,2037,97421,174477.74790909095
Saint-Louis,2038,97421,175385.681618182
Saint-Paul,2012,97415,313514.0
Saint-Paul,2013,97415,324654.0
Saint-Paul,2014,97415,322589.0
Saint-Paul,2015,97415,330680.0
Saint-Paul,2016,97415,344933.0
Saint-Paul,2017,97415,341867.0
Saint-Paul,2018,97415,348980.0
Saint-Paul,2019,97415,357811.0
Saint-Paul,2020,97415,357229.0
Saint-Paul,2021,97415,348805.63899999997
Saint-Paul,2022,97415,371301.78
Saint-Paul,2023,97421,371911.7356909085
Saint-Paul,2024,97421,376891.5034727268
Saint-Paul,2025,97421,381871.2712545451
Saint-Paul,2026,97421,386851.03903636336
Saint-Paul,2027,97421,391830.80681818165
Saint-Paul,2028,97421,396810.57459999993
Saint-Paul,2029,97421,401790.3423818182
Saint-Paul,2030,97421,406770.1101636365
Saint-Paul,2031,97421,411749.8779454548
Saint-Paul,2032,97421,416729.6457272731
Saint-Paul,2033,97421,421709.41350909136
Saint-Paul,2034,97421,426689.18129090965
Saint-Paul,2035,97421,431668.94907272793
Saint-Paul,2036,97421,436648.7168545462
Saint-Paul,2037,97421,441628.4846363645
Saint-Paul,2038,97421,446608.2524181828
Saint-Philippe,2012,97417,9910.0
Saint-Philippe,2013,97417,10026.0
Saint-Philippe,2014,97417,10054.0
Saint-Philippe,2015,97417,10543.0
Saint-Philippe,2016,97417,10772.0
Saint-Philippe,2017,97417,11048.0
Saint-Philippe,2018,97417,11530.0
Saint-Philippe,2019,97417,11725.0
Saint-Philippe,2020,97417,11875.0
Saint-Philippe,2021,97417,12164.827
Saint-Philippe,2022,97417,13110.314
Saint-Philippe,2023,97421,12967.569800000056
Saint-Philippe,2024,97421,13268.859600000083
Saint-Philippe,2025,97421,13570.149399999995
Saint-Philippe,2026,97421,13871.439200000023
Saint-Philippe,2027,97421,14172.72900000005
Saint-Philippe,2028,97421,14474.018800000078
Saint-Philippe,2029,97421,14775.308600000106
Saint-Philippe,2030,97421,15076.598400000017
Saint-Philippe,2031,97421,15377.888200000045
Saint-Philippe,2032,97421,15679.178000000073
Saint-Philippe,2033,97421,15980.4678000001
Saint-Philippe,2034,97421,16281.757600000012
Saint-Philippe,2035,97421,16583.04740000004
Saint-Philippe,2036,97421,16884.337200000067
Saint-Philippe,2037,97421,17185.627000000095
Saint-Philippe,2038,97421,17486.916800000006
Saint-Pierre,2012,97416,309775.0
Saint-Pierre,2013,97416,328218.0
Saint-Pierre,2014,97416,329211.0
Saint-Pierre,2015,97416,346785.0
Saint-Pierre,2016,97416,346647.0
Saint-Pierre,2017,97416,352129.0
Saint-Pierre,2018,97416,355253.0
Saint-Pierre,2019,97416,359444.0
Saint-Pierre,2020,97416,341014.0
Saint-Pierre,2021,97416,337916.17
Saint-Pierre,2022,97416,366103.265
Saint-Pierre,2023,97421,364214.148909091
Saint-Pierre,2024,97421,367757.48531818204
Saint-Pierre,2025,97421,371300.82172727305
Saint-Pierre,2026,97421,374844.1581363641
Saint-Pierre,2027,97421,378387.49454545416
Saint-Pierre,2028,97421,381930.8309545452
Saint-Pierre,2029,97421,385474.1673636362
Saint-Pierre,2030,97421,389017.5037727272
Saint-Pierre,2031,97421,392560.84018181823
Saint-Pierre,2032,97421,396104.17659090925
Saint-Pierre,2033,97421,399647.51300000027
Saint-Pierre,2034,97421,403190.8494090913
Saint-Pierre,2035,97421,406734.1858181814
Saint-Pierre,2036,97421,410277.5222272724
Saint-Pierre,2037,97421,413820.8586363634
Saint-Pierre,2038,97421,417364.1950454544
Sainte-Marie,2012,97418,107700.0
Sainte-Marie,2013,97418,113632.0
Sainte-Marie,2014,97418,116239.0
Sainte-Marie,2015,97418,125527.0
Sainte-Marie,2016,97418,128398.0
Sainte-Marie,2017,97418,127350.0
Sainte-Marie,2018,97418,129959.0
Sainte-Marie,2019,97418,132435.0
Sainte-Marie,2020,97418,130243.0
Sainte-Marie,2021,97418,130889.386
Sainte-Marie,2022,97418,136981.195
Sainte-Marie,2023,97421,140277.11749091
Sainte-Marie,2024,97421,142757.34039090946
Sainte-Marie,2025,97421,145237.56329090986
Sainte-Marie,2026,97421,147717.78619090933
Sainte-Marie,2027,97421,150198.00909090973
Sainte-Marie,2028,97421,152678.23199091014
Sainte-Marie,2029,97421,155158.4548909096
Sainte-Marie,2030,97421,157638.67779091
Sainte-Marie,2031,97421,160118.90069090948
Sainte-Marie,2032,97421,162599.12359090988
Sainte-Marie,2033,97421,165079.34649090935
Sainte-Marie,2034,97421,167559.56939090975
Sainte-Marie,2035,97421,170039.79229091015
Sainte-Marie,2036,97421,172520.01519090962
Sainte-Marie,2037,97421,175000.23809091002
Sainte-Marie,2038,97421,177480.4609909095
Sainte-Rose,2012,97419,8788.0
Sainte-Rose,2013,97419,10202.0
Sainte-Rose,2014,97419,11579.0
Sainte-Rose,2015,97419,8826.0
Sainte-Rose,2016,97419,11346.0
Sainte-Rose,2017,97419,10723.0
Sainte-Rose,2018,97419,11230.0
Sainte-Rose,2019,97419,12768.0
Sainte-Rose,2020,97419,12130.0
Sainte-Rose,2021,97419,12121.048999999999
Sainte-Rose,2022,97419,12642.877
Sainte-Rose,2023,97421,13107.17041818169
Sainte-Rose,2024,97421,13437.821154545294
Sainte-Rose,2025,97421,13768.471890909015
Sainte-Rose,2026,97421,14099.12262727262
Sainte-Rose,2027,97421,14429.773363636225
Sainte-Rose,2028,97421,14760.424099999946
Sainte-Rose,2029,97421,15091.07483636355
Sainte-Rose,2030,97421,15421.725572727155
Sainte-Rose,2031,97421,15752.37630909076
Sainte-Rose,2032,97421,16083.02704545448
Sainte-Rose,2033,97421,16413.677781818085
Sainte-Rose,2034,97421,16744.32851818169
Sainte-Rose,2035,97421,17074.979254545295
Sainte-Rose,2036,97421,17405.629990909016
Sainte-Rose,2037,97421,17736.28072727262
Sainte-Rose,2038,97421,18066.931463636225
Sainte-Suzanne,2012,97420,50362.0
Sainte-Suzanne,2013,97420,50969.0
Sainte-Suzanne,2014,97420,50933.0
Sainte-Suzanne,2015,97420,54979.0
Sainte-Suzanne,2016,97420,56888.0
Sainte-Suzanne,2017,97420,58316.0
Sainte-Suzanne,2018,97420,59644.0
Sainte-Suzanne,2019,97420,61187.0
Sainte-Suzanne,2020,97420,62738.0
Sainte-Suzanne,2021,97420,66529.419
Sainte-Suzanne,2022,97420,69500.736
Sainte-Suzanne,2023,97421,69741.7789636366
Sainte-Suzanne,2024,97421,71637.43674545456
Sainte-Suzanne,2025,97421,73533.09452727297
Sainte-Suzanne,2026,97421,75428.75230909092
Sainte-Suzanne,2027,97421,77324.41009090934
Sainte-Suzanne,2028,97421,79220.06787272729
Sainte-Suzanne,2029,97421,81115.7256545457
Sainte-Suzanne,2030,97421,83011.38343636366
Sainte-Suzanne,2031,97421,84907.04121818207
Sainte-Suzanne,2032,97421,86802.69900000002
Sainte-Suzanne,2033,97421,88698.35678181844
Sainte-Suzanne,2034,97421,90594.01456363639
Sainte-Suzanne,2035,97421,92489.6723454548
Sainte-Suzanne,2036,97421,94385.33012727275
Sainte-Suzanne,2037,97421,96280.98790909117
Sainte-Suzanne,2038,97421,98176.64569090912
Salazie,2012,97421,12048.0
Salazie,2013,97421,12419.0
Salazie,2014,97421,12191.0
Salazie,2015,97421,11562.0
Salazie,2016,97421,11960.0
Salazie,2017,97421,12339.0
Salazie,2018,97421,12640.0
Salazie,2019,97421,12366.0
Salazie,2020,97421,12949.0
Salazie,2021,97421,12816.689
Salazie,2022,97421,13524.199
Salazie,2023,97421,13175.921690909076
Salazie,2024,97421,13298.955790909095
Salazie,2025,97421,13421.989890909084
Salazie,2026,97421,13545.023990909074
Salazie,2027,97421,13668.058090909093
Salazie,2028,97421,13791.092190909083
Salazie,2029,97421,13914.126290909073
Salazie,2030,97421,14037.160390909092
Salazie,2031,97421,14160.194490909082
Salazie,2032,97421,14283.228590909071
Salazie,2033,97421,14406.26269090909
Salazie,2034,97421,14529.29679090908
Salazie,2035,97421,14652.33089090907
Salazie,2036,97421,14775.36499090909
Salazie,2037,97421,14898.399090909079
Salazie,2038,97421,15021.433190909069
